tuple_id	transcript_id	exclusion_source	reason	native_gff_sha256
ag1000g_phase3_gm_coluzzii	AGAP028386-RA	run_validated	internal stop in transcript 'AGAP028386-RA'	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028387-RA	run_validated	internal stop in transcript 'AGAP028387-RA'	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028389-RA	run_validated	internal stop in transcript 'AGAP028389-RA'	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028426-RA	run_validated	phase-handled CDS length for 'AGAP028426-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028648-RA	run_validated	phase-handled CDS length for 'AGAP028648-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028664-RA	run_validated	phase-handled CDS length for 'AGAP028664-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP028694-RA	run_validated	phase-handled CDS length for 'AGAP028694-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029239-RA	run_validated	CDS 'AGAP029239-RA' is empty or ambiguous	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029375-RA	run_validated	phase-handled CDS length for 'AGAP029375-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029713-RA	run_validated	phase-handled CDS length for 'AGAP029713-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029732-RA	run_validated	phase-handled CDS length for 'AGAP029732-RA' is not divisible by three	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029752-RA	run_validated	CDS 'AGAP029752-RA' is empty or ambiguous	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
ag1000g_phase3_gm_coluzzii	AGAP029827-RA	run_validated	CDS 'AGAP029827-RA' is empty or ambiguous	9329b95dc4daff2ee084674bb693bc8e3647dbf84831e758a1c2ce8179632e3b
